Quarter,UK GVA,UK OPH,UK OPW,UK OPJ,US RVA,US OPW,Germany OPH,Denmark OPH,Euro Area OPH,Spain OPH,European Union OPH,France OPH,Ireland OPH,Italy OPH,Netherlands OPH,Norway OPH,Poland OPH,Romania OPH,Sweden OPH,Germany OPW,Denmark OPW,Euro Area OPW,Spain OPW,European Union OPW,France OPW,Ireland OPW,Italy OPW,Netherlands OPW,Norway OPW,Poland OPW,Romania OPW,Sweden OPW,Germany GVA,Denmark GVA,Euro Area GVA,Spain GVA,European Union GVA,France GVA,Ireland GVA,Italy GVA,Netherlands GVA,Norway GVA,Poland GVA,Romania GVA,Sweden GVA,Spain GDP USD,Italy GDP USD,US GDP per hour (TPI calculation),UK GDP per hour (TPI calculation),Germany GDP per hour (TPI calculation),France GDP per hour (TPI calculation),Spain GDP per hour (TPI calculation),Italy GDP per hour (TPI calculation)
2016 Q3,104.90501842925998,96.67961495211944,107.12489769822038,106.9167532095157,97.382,98.779,96.075,94.049,95.724,98.789,95.741,96.962,74.153,96.42,101.19,97.646,89.318,84.517,96.076,102.345,98.929,103.4,107.695,102.084,105.189,78.049,108.009,103.678,98.887,91.594,87.409,99.372,99.84,96.699,100.087,104.461,98.987,101.786,72.366,105.869,97.131,96.279,87.821,87.73,96.005,181423.54,300022.33,121873.59,26009.83,39420.79,41737.91,22423.63,28819.71
2016 Q4,105.69889424440036,97.01096301191234,107.79615296057165,107.6990615612065,98.128,99.23,96.492,94.121,96.21,99.233,96.168,97.359,80.776,96.234,100.49,99.056,90.214,85.142,96.32,102.364,99.017,103.788,107.772,102.444,105.514,85.116,107.958,103.944,99.99,92.689,87.76,98.83,100.261,97.218,100.835,105.017,99.73,102.276,81.045,106.337,97.972,97.878,89.47,87.281,95.996,182587.37,301278.33,122772.47,26252.19,39727.85,41925.86,22540.78,28775.56
2017 Q1,106.60618089027504,97.23417207837986,108.37951387488371,108.3178943881964,98.631,99.239,97.431,94.833,96.461,99.015,96.451,97.593,78.27,96.453,100.847,99.357,90.723,89.12,95.535,103.284,99.644,104.159,107.742,102.889,105.949,83.635,107.907,103.976,100.717,93.466,91.531,98.836,101.441,98.315,101.623,105.871,100.612,102.938,78.314,106.882,98.619,98.533,90.649,91.916,97.039,181527.71,298503.98,123529.41,26261.95,39821.0,41579.83,22203.6,28448.29
2017 Q2,107.286645874681,97.30391446349054,108.6284034040096,108.56151066549452,99.309,99.55,97.697,95.838,96.76,99.592,96.859,98.116,79.514,96.022,99.884,100.211,92.289,89.853,95.517,103.796,100.49,104.506,108.055,103.11,106.406,83.708,108.307,103.861,101.464,93.978,90.465,98.519,102.423,99.414,102.412,107.038,101.426,103.833,78.921,107.338,99.156,99.73,91.327,94.122,97.377,183911.65,300751.31,125203.53,26318.48,40120.78,41912.64,22392.09,28424.06
2017 Q3,107.8537000283527,98.81085165273296,109.22715849993396,109.13276190342192,100.344,100.143,97.937,95.549,97.102,99.523,97.326,98.727,80.815,96.234,100.324,100.898,94.08,91.577,95.48,104.143,100.014,104.784,107.928,103.537,106.889,87.658,107.892,103.942,101.825,95.471,93.483,98.604,103.425,99.178,103.258,107.76,102.283,104.504,82.85,107.584,99.899,100.357,92.816,95.87,98.209,184946.22,301537.1,126064.11,26768.51,40438.54,42194.91,22361.15,28512.62
2017 Q4,108.42075418202435,99.19418260711085,109.59185004140816,109.45852241637456,101.716,101.055,98.598,96.044,97.427,99.868,97.878,98.972,83.369,95.918,100.951,99.812,96.035,92.883,95.688,104.821,100.295,105.271,108.114,104.147,107.288,89.829,108.645,103.905,100.732,97.109,94.472,98.97,104.297,99.825,104.087,108.446,103.088,105.272,85.486,108.301,100.468,99.907,93.838,95.758,98.687,187711.19,304917.31,127635.41,27146.58,40832.63,42373.12,22636.25,28567.02
2018 Q1,108.53416501275872,98.80204237803576,109.04996638471148,108.95277262231066,102.641,101.43,98.867,97.577,97.419,99.677,98.018,98.58,83.667,96.791,100.641,100.403,98.021,94.86,95.935,103.895,100.769,104.789,108.329,103.843,106.829,89.393,108.04,103.855,100.789,98.656,95.842,98.697,103.891,100.51,104.092,108.872,103.26,105.108,85.638,108.114,101.091,100.036,95.752,97.071,98.988,188498.2,301991.67,129240.33,27211.42,40589.82,41640.34,22591.12,28601.13
2018 Q2,108.7609866742274,98.8366876873057,109.12536090844344,109.11041455046976,103.158,101.464,98.411,97.322,97.035,99.317,97.715,98.61,82.345,95.914,100.72,98.592,99.007,95.037,95.072,104.319,100.336,104.803,108.226,103.898,106.858,89.575,107.548,103.657,100.765,99.188,97.13,99.091,104.422,100.377,104.584,109.594,103.803,105.295,89.095,108.411,101.683,100.305,97.103,99.477,99.63,190644.41,302568.53,129770.17,27403.34,40568.43,41678.04,22618.46,28337.6
2018 Q3,109.1012191664304,98.31119366292816,109.351053214591,109.30121549156596,103.911,101.887,97.794,97.618,96.758,99.032,97.659,98.768,83.564,95.97,99.596,99.512,99.806,97.273,96.082,103.307,100.414,104.564,108.14,103.857,107.321,89.873,107.644,103.275,101.001,100.646,99.382,98.814,103.781,100.9,104.683,110.248,104.027,105.896,89.593,108.414,101.908,101.058,98.452,101.519,99.839,192270.66,302831.48,130271.96,27391.77,40570.34,42007.93,22619.52,28379.9
2018 Q4,109.32804082789906,98.492201353364,108.91396373732742,108.91321731079788,104.053,101.616,97.883,97.39,97.154,99.698,98.252,99.25,83.488,96.566,99.389,99.148,102.488,97.79,95.639,103.724,100.157,104.913,108.044,104.382,107.999,90.696,108.087,102.954,100.46,102.76,99.66,99.645,104.483,101.14,105.356,110.93,104.726,106.724,90.668,108.72,102.235,101.021,99.662,101.298,101.105,194500.28,304084.99,130505.23,27665.29,40963.41,42293.8,22901.81,28589.31
2019 Q2,110.4621491352424,98.15904933890872,109.09590938671634,109.0208853365416,105.937,102.916,99.264,98.417,97.912,99.915,98.771,99.387,84.782,97.133,100.14,99.063,101.451,98.085,98.1,103.837,100.772,105.081,107.262,104.583,108.631,92.056,107.827,103.589,100.127,101.747,100.86,100.997,104.786,102.52,106.367,111.986,105.872,108.341,93.88,109.436,103.949,101.513,101.858,103.738,102.713,188461.69,291914.57,131472.27,27191.87,40759.78,39759.52,22039.84,27470.77
2019 Q3,111.3694357811171,99.4650907841366,110.25950689512392,110.17957207310572,107.435,104.005,98.653,98.455,97.732,99.706,98.638,99.141,85.297,96.647,100.368,98.938,101.112,98.934,98.37,104.021,100.854,105.111,107.435,104.701,108.371,92.19,107.358,103.734,100.342,102.218,102.152,100.907,105.056,102.813,106.571,112.229,106.112,108.359,94.703,109.168,104.56,102.138,102.604,103.833,102.701,189065.82,292574.04,132929.35,27530.27,40758.77,39805.17,22022.2,27496.89
2019 Q4,111.48284661185144,99.81258946313072,109.8094256674342,109.6663513573849,108.191,104.472,99.309,98.751,97.811,100.155,98.953,98.427,86.652,96.888,99.733,98.977,102.541,101.334,99.654,103.812,101.032,104.932,107.468,104.707,107.359,92.934,107.353,103.502,100.961,103.227,103.837,101.907,104.976,102.903,106.574,112.924,106.217,107.764,96.627,109.029,104.554,103.091,103.09,105.977,103.596,191884.69,292963.26,134572.72,27735.7,41313.24,39618.79,22323.72,27705.2
2020 Q1,108.7609866742274,99.41387781682614,107.39055324237634,107.16794280935886,106.099,103.55,98.991,99.4,98.746,100.395,99.476,96.943,92.055,99.277,103.708,99.395,103.857,100.1,100.353,101.466,100.482,101.659,103.414,101.824,101.843,95.601,101.225,102.26,100.173,103.759,101.731,102.152,103.212,102.188,103.449,107.304,103.479,102.479,101.039,102.957,103.386,102.266,103.712,103.196,103.706,182830.41,269016.55,134309.8,27043.67,40863.03,38827.59,22485.38,27677.66
2020 Q2,86.75928551176638,96.44258604406492,86.57602314996696,86.73007592153053,96.037,106.934,96.227,100.31,101.714,105.411,100.525,103.983,109.49,103.485,94.846,98.746,96.476,104.06,97.081,93.688,97.164,93.039,91.232,93.355,91.359,98.65,91.652,95.835,97.727,95.314,95.732,95.667,93.29,95.587,91.775,87.946,92.154,90.212,93.502,90.344,94.655,96.91,94.44,95.066,94.725,149960.06,239328.72,124102.94,28202.93,40022.02,43072.64,23554.92,29276.23
2020 Q3,101.50269350722994,104.55714806090096,102.09179159002714,102.1939615392242,105.621,110.303,102.888,100.214,99.348,97.199,99.509,98.567,99.375,98.21,100.828,101.155,99.706,95.876,100.65,101.922,101.561,102.778,102.939,102.449,103.877,104.87,103.906,100.727,101.293,100.807,99.125,100.244,101.328,101.197,102.256,102.009,101.966,103.56,102.6,103.457,100.631,100.053,100.923,98.681,99.583,174383.8,272821.49,136143.1,29276.6,42225.34,39609.1,21791.97,27683.4
2020 Q4,102.97703430677628,99.58638807820796,103.94163201762952,103.90801972988642,107.098,110.009,101.894,100.077,100.192,96.995,100.491,100.506,99.08,99.028,100.618,100.704,99.961,99.964,101.915,102.923,100.794,102.524,102.415,102.373,102.921,100.879,103.218,101.178,100.807,100.121,103.412,101.937,102.17,101.027,102.52,102.741,102.401,103.749,102.859,103.242,101.327,100.772,100.925,103.057,101.985,177438.82,274035.36,139244.12,27879.61,42123.59,40724.93,21967.7,28055.4
2021 Q1,101.84292599943294,100.7083167208316,102.67976223885616,102.56498177366863,108.985,110.961,100.301,99.616,100.611,100.56,100.723,99.82,113.315,99.166,99.025,101.143,99.656,100.14,102.592,101.851,102.53,103.183,102.953,103.161,102.866,112.003,105.107,102.271,101.86,101.885,104.371,104.488,101.408,102.203,103.282,103.858,103.403,103.972,112.021,104.966,102.282,101.518,103.415,105.087,104.638,176528.62,271138.57,142618.48,27975.67,41755.96,40253.84,22389.2,27354.14
2021 Q2,109.21462999716474,102.12126325370204,109.5581058525228,109.3276949427322,111.001,111.457,100.69,100.774,99.685,97.196,100.125,99.571,108.212,98.767,101.06,101.348,99.667,100.542,103.797,104.191,104.929,104.609,104.112,104.485,103.461,110.569,106.849,105.023,102.591,103.142,104.057,104.824,103.583,105.968,105.397,104.985,105.392,105.265,114.21,107.374,106.612,101.999,105.662,105.092,105.262,177942.79,279674.39,146667.96,28046.48,41856.51,40338.79,21518.56,27443.88
2021 Q3,110.91579245817977,101.04341671209554,110.3724482759693,110.19779786758436,111.936,110.539,102.692,101.415,100.085,98.835,100.699,97.601,104.718,98.178,105.311,102.996,101.569,101.502,102.222,103.703,105.424,105.291,104.027,105.232,105.216,107.039,109.273,105.476,104.318,104.347,105.485,103.376,104.786,108.646,107.629,107.048,107.514,107.979,118.239,110.858,108.747,106.138,107.494,105.406,105.75,183532.7,290309.71,150294.03,27953.86,43644.27,39680.98,22132.59,27453.67
2021 Q4,112.3901332577261,102.06958973586752,111.78110267300872,111.54319344256514,114.404,111.294,101.738,103.33,100.127,100.247,100.971,97.22,103.44,98.755,103.803,101.387,103.257,101.083,104.736,103.984,106.927,105.486,105.286,105.647,105.015,105.093,109.866,105.017,102.592,106.289,105.239,105.017,105.197,112.257,108.357,109.24,108.447,108.758,118.978,112.05,108.801,105.948,109.712,105.032,108.21,192114.06,294290.08,154837.86,28654.3,43717.71,39700.34,23030.59,27736.37
2022 Q1,113.18400907286646,102.1599551904632,112.34271749261136,111.96703171175292,113.819,109.476,101.105,100.195,99.59,99.537,100.736,97.548,104.811,98.426,102.83,100.795,106.882,104.801,103.764,103.718,103.245,105.456,105.739,105.721,104.251,107.727,110.269,104.809,101.303,109.759,107.753,102.83,105.52,109.68,109.21,111.108,109.299,108.758,122.651,112.736,110.436,105.075,112.634,107.575,106.985,192078.01,288581.86,155339.6,29173.84,43720.99,39555.73,22560.22,26971.26
2022 Q2,113.41083073433514,101.87664169438366,111.81658446900344,111.47708598227835,113.723,108.493,101.22,98.964,99.97,100.266,100.961,96.808,105.887,98.833,104.742,101.194,105.578,103.178,102.172,103.403,102.572,105.879,107.066,105.969,104.317,109.536,110.758,106.608,102.021,108.011,106.458,103.092,105.159,109.671,110.216,113.148,110.184,109.311,124.857,114.771,113.543,106.685,112.586,108.187,107.993,195967.6,296485.55,158303.22,29886.73,44532.3,39465.95,22792.44,27395.77
2022 Q3,113.2974199036008,102.02783443367044,112.15134093245688,111.6949191890818,114.457,108.339,101.714,99.458,100.28,100.789,101.452,97.096,109.005,99.568,102.157,102.417,107.397,105.491,100.569,103.828,102.756,106.217,107.091,106.406,104.577,112.153,111.766,105.853,103.216,109.248,108.611,102.571,106.021,110.457,111.028,114.259,110.951,109.956,129.05,115.48,113.42,108.924,113.682,108.394,108.52,199541.16,299473.83,160165.82,30553.1,45147.45,40198.09,23131.53,27720.24
2022 Q4,113.75106322653814,102.01702015278175,111.87277445654952,111.52296104588162,115.491,108.971,101.37,98.21,99.803,101.562,100.875,96.659,108.428,98.287,102.479,101.025,104.498,107.681,100.543,103.053,101.488,105.722,107.313,105.833,104.332,111.903,110.519,105.111,101.817,106.862,109.693,101.461,105.861,109.51,111.01,115.098,110.85,110.251,132.902,115.184,113.254,107.822,111.188,109.597,107.86,207480.67,304348.61,161840.68,31305.99,46061.34,40573.89,24098.79,27877.07
2023 Q1,113.9778848880068,101.37142767561691,111.32845929276746,110.93289478557394,116.2,108.959,100.879,100.275,,100.985,100.157,96.023,101.367,97.503,102.439,100.945,105.146,106.751,100.036,102.962,102.929,,107.194,105.55,103.95,103.616,109.917,104.634,101.718,107.814,111.026,101.863,105.958,111.93,111.145,115.575,111.05,110.314,120.42,115.626,113.012,108.045,112.823,108.337,108.472,,,,,,,,
2023 Q2,113.9778848880068,101.55109563464757,111.20602633953094,111.15397589342555,116.888,109.388,100.182,99.54,,101.731,100.454,96.359,100.724,97.283,102.043,100.758,106.022,108.871,100.85,102.644,102.701,,106.374,105.368,104.488,102.111,109.775,104.305,101.427,107.145,113.212,101.162,105.808,111.681,111.248,116.038,111.113,111.285,123.362,115.385,112.914,107.995,112.52,110.615,107.756,,,,,,,,
2023 Q3,113.75106322653814,102.10285653579228,111.16233836118622,111.07851163501776,118.32,110.378,100.576,100.894,,100.8,100.301,96.367,98.077,96.9,100.39,100.059,108.074,109.198,100.904,102.791,103.977,,106.143,105.342,104.439,99.346,110.035,103.529,100.588,109.358,113.586,101.221,105.858,113.692,111.238,116.965,111.289,111.532,119.435,115.574,112.514,107.199,114.731,112.399,108.065,,,,,,,,
2023 Q4,113.52424156506946,101.22828409811171,110.6963584206066,110.62206159151592,119.31,110.823,100.714,102.144,,101.127,100.219,96.654,97.274,96.158,101.206,101.621,107.853,107.357,99.887,102.329,105.149,,106.135,105.092,104.803,97.479,108.948,103.422,102.118,109.089,111.86,101.029,106.79,115.075,111.591,118.119,111.636,112.169,117.802,115.427,112.854,109.12,114.783,111.628,107.887,,,,,,,,
